0191fc32158972589a1eb4c5fa6ba348	Glastür-Einsteckschloss BKS Nr. 00071014, PZ gelocht, 35/8/72 mm, 20x235 mm Stulp kantig, DIN rechts	BKS	Stulplänge: 235 mm | Stulpbreite: 20 mm | Entfernung: 72 mm | Anschlagrichtung: DIN R | Vierkant / Nuss: 8 mm | Stulpform: Flachstulp kantig | Dornmaß: 35 mm | Lochung: Profilzylinder (PZ)
0191fc3215817245ab01e53118fd4017	Glastür-Einsteckschloss BKS Nr. 00071015, PZ gelocht, 45/8/72 mm, 20x235 mm Stulp kantig, DIN links	BKS	Vierkant / Nuss: 8 mm | Stulpform: Flachstulp kantig | Lochung: Profilzylinder (PZ) | Dornmaß: 45 mm | Stulplänge: 235 mm | Stulpbreite: 20 mm | Entfernung: 72 mm | Anschlagrichtung: DIN L
0191fc3215837220ab073ff602bd4c92	Glastür-Einsteckschloss BKS Nr. 00071016, PZ gelocht, 45/8/72 mm, 20x235 mm Stulp kantig, DIN rechts	BKS	Stulplänge: 235 mm | Stulpbreite: 20 mm | Anschlagrichtung: DIN R | Entfernung: 72 mm | Vierkant / Nuss: 8 mm | Stulpform: Flachstulp kantig | Lochung: Profilzylinder (PZ) | Dornmaß: 45 mm
0191fc321564717d8b63108e405ccbf1	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 20x240 mm TGL Stulp, Anschlag links	BMH	Anschlagrichtung: L | Entfernung: 92 mm | Verwendung: Haustür | Stulpform: Flachstulp rund/oval | Lochung: Profilzylinder (PZ) | Dornmaß: 65 mm | Vierkant / Nuss: 10 mm | Stulplänge: 240 mm | Stulpbreite: 20 mm
0191fc32156870fa8057422f37068348	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 20x240 mm TGL Stulp, Anschlag rechts	BMH	Entfernung: 92 mm | Verwendung: Haustür | Stulpform: Flachstulp rund/oval | Lochung: Profilzylinder (PZ) | Dornmaß: 65 mm | Vierkant / Nuss: 10 mm | Stulplänge: 240 mm | Stulpbreite: 20 mm | Anschlagrichtung: R
0191fc32155b702aa2daeb168dec43ee	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 20x280 mm Stulp kantig, DIN links	BMH	Anschlagrichtung: DIN L | Entfernung: 92 mm | Verwendung: Haustür | Stulpform: Flachstulp kantig | Lochung: Profilzylinder (PZ) | Dornmaß: 65 mm | Vierkant / Nuss: 10 mm | Stulplänge: 280 mm | Stulpbreite: 20 mm
0191fc32156070b4b086e869457d52c9	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 20x280 mm Stulp kantig, DIN rechts	BMH	Entfernung: 92 mm | Verwendung: Haustür | Stulpform: Flachstulp kantig | Lochung: Profilzylinder (PZ) | Dornmaß: 65 mm | Vierkant / Nuss: 10 mm | Stulpbreite: 20 mm | Stulplänge: 280 mm | Anschlagrichtung: DIN R
0191fc32155270568357d66261b2ef98	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 20x280 mm Stulp rund, DIN links	BMH	Anschlagrichtung: DIN L | Entfernung: 92 mm | Verwendung: Haustür | Stulpform: Flachstulp rund/oval | Lochung: Profilzylinder (PZ) | Dornmaß: 65 mm | Stulplänge: 280 mm | Vierkant / Nuss: 10 mm | Stulpbreite: 20 mm
0191fc3215577184b8b4e585c0133905	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 20x280 mm Stulp rund, DIN rechts	BMH	Anschlagrichtung: DIN R | Entfernung: 92 mm | Verwendung: Haustür | Stulpform: Flachstulp rund/oval | Lochung: Profilzylinder (PZ) | Dornmaß: 65 mm | Vierkant / Nuss: 10 mm | Stulplänge: 280 mm | Stulpbreite: 20 mm
0191fc32156b717fa0f5208e152b3993	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 24x280 mm Stulp kantig, DIN links	BMH	Entfernung: 92 mm | Verwendung: Haustür | Stulpform: Flachstulp kantig | Lochung: Profilzylinder (PZ) | Dornmaß: 65 mm | Vierkant / Nuss: 10 mm | Stulplänge: 280 mm | Stulpbreite: 24 mm | Anschlagrichtung: DIN L
0191fc32156f718294560888398ec3cb	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 24x280 mm Stulp kantig, DIN rechts	BMH	Verwendung: Haustür | Stulpform: Flachstulp kantig | Lochung: Profilzylinder (PZ) | Dornmaß: 65 mm | Vierkant / Nuss: 10 mm | Stulplänge: 280 mm | Stulpbreite: 24 mm | Anschlagrichtung: DIN R | Entfernung: 92 mm
0191fc32157670739c3045fb048b2751	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 28x280 mm Stulp kantig, DIN links	BMH	Verwendung: Haustür | Stulpform: Flachstulp kantig | Lochung: Profilzylinder (PZ) | Dornmaß: 65 mm | Vierkant / Nuss: 10 mm | Stulplänge: 280 mm | Stulpbreite: 28 mm | Entfernung: 92 mm | Anschlagrichtung: DIN L
0191fc32157370a4965edcfd59ae080c	Haustür-Einsteckschloss BMH Nr. 34, PZ gelocht, 65/10/92 mm, 28x280 mm Stulp kantig, DIN rechts	BMH	Stulpform: Flachstulp kantig | Lochung: Profilzylinder (PZ) | Dornmaß: 65 mm | Vierkant / Nuss: 10 mm | Stulplänge: 280 mm | Stulpbreite: 28 mm | Anschlagrichtung: DIN R | Entfernung: 92 mm | Verwendung: Haustür
0191fc31fb267307ab69e652fd703cf6	ix7 Teco Doppelzylinder	DOM	NULL
0191fc31fd2a7394874082566acc8f20	Kurzschildgarnitur Kunststoff schwarz, Drückergarnitur, kantig	KBV	Entfernung: 72 mm | Vierkant / Nuss: 9 mm
0191fc31fd31735989fce3f6b763dcb0	Kurzschildgarnitur Kunststoff schwarz, Drückergarnitur, oval	KBV	Entfernung: 72 mm | Vierkant / Nuss: 8 mm
